"Partida"	"Puerta seleccionada"	"Puerta descubierta"	"Realizacion de cambio"	"Puerta final"	"Ganancia obtenida"
"1638"	"1638"	"C"	"B"	"No"	"C"	"Cabra"
"1639"	"1639"	"C"	"A"	"No"	"C"	"Cabra"
"1640"	"1640"	"C"	"B"	"Si"	"A"	"Coche"
"1641"	"1641"	"B"	"C"	"No"	"B"	"Coche"
"1642"	"1642"	"B"	"A"	"No"	"B"	"Coche"
"1643"	"1643"	"B"	"A"	"No"	"B"	"Cabra"
"1644"	"1644"	"B"	"A"	"No"	"B"	"Cabra"
"1645"	"1645"	"A"	"B"	"No"	"A"	"Cabra"
"1646"	"1646"	"A"	"C"	"No"	"A"	"Coche"
"1647"	"1647"	"A"	"B"	"Si"	"C"	"Coche"
"1648"	"1648"	"B"	"A"	"No"	"B"	"Coche"
"1649"	"1649"	"A"	"C"	"No"	"A"	"Cabra"
"1650"	"1650"	"A"	"C"	"No"	"A"	"Cabra"
"1651"	"1651"	"A"	"C"	"Si"	"B"	"Coche"
"1652"	"1652"	"C"	"B"	"Si"	"A"	"Cabra"
"1653"	"1653"	"A"	"C"	"No"	"A"	"Cabra"
"1654"	"1654"	"A"	"C"	"Si"	"B"	"Cabra"
"1655"	"1655"	"C"	"A"	"No"	"C"	"Coche"
"1656"	"1656"	"C"	"A"	"Si"	"B"	"Coche"
"1657"	"1657"	"A"	"C"	"Si"	"B"	"Coche"
"1658"	"1658"	"A"	"C"	"Si"	"B"	"Cabra"
"1659"	"1659"	"C"	"A"	"No"	"C"	"Coche"
"1660"	"1660"	"B"	"C"	"No"	"B"	"Cabra"
"1661"	"1661"	"A"	"B"	"Si"	"C"	"Coche"
"1662"	"1662"	"A"	"C"	"No"	"A"	"Coche"
"1663"	"1663"	"C"	"B"	"Si"	"A"	"Cabra"
"1664"	"1664"	"B"	"A"	"No"	"B"	"Cabra"
"1665"	"1665"	"B"	"C"	"No"	"B"	"Coche"
"1666"	"1666"	"C"	"A"	"Si"	"B"	"Cabra"
"1667"	"1667"	"C"	"A"	"No"	"C"	"Cabra"
"1668"	"1668"	"B"	"A"	"Si"	"C"	"Cabra"
"1669"	"1669"	"A"	"C"	"No"	"A"	"Cabra"
"1670"	"1670"	"A"	"B"	"Si"	"C"	"Coche"
"1671"	"1671"	"B"	"A"	"Si"	"C"	"Cabra"
"1672"	"1672"	"A"	"B"	"Si"	"C"	"Coche"
"1673"	"1673"	"B"	"C"	"Si"	"A"	"Coche"
"1674"	"1674"	"A"	"B"	"No"	"A"	"Cabra"
"1675"	"1675"	"A"	"B"	"Si"	"C"	"Coche"
"1676"	"1676"	"B"	"C"	"Si"	"A"	"Cabra"
"1677"	"1677"	"A"	"C"	"Si"	"B"	"Cabra"
"1678"	"1678"	"A"	"B"	"No"	"A"	"Coche"
"1679"	"1679"	"A"	"C"	"Si"	"B"	"Coche"
"1680"	"1680"	"C"	"A"	"No"	"C"	"Cabra"
"1681"	"1681"	"B"	"C"	"Si"	"A"	"Cabra"
"1682"	"1682"	"B"	"A"	"No"	"B"	"Cabra"
"1683"	"1683"	"C"	"B"	"No"	"C"	"Cabra"
"1684"	"1684"	"C"	"A"	"Si"	"B"	"Coche"
"1685"	"1685"	"A"	"B"	"Si"	"C"	"Coche"
"1686"	"1686"	"A"	"B"	"Si"	"C"	"Coche"
"1687"	"1687"	"B"	"C"	"No"	"B"	"Coche"
"1688"	"1688"	"C"	"A"	"No"	"C"	"Coche"
"1689"	"1689"	"C"	"A"	"Si"	"B"	"Coche"
"1690"	"1690"	"C"	"B"	"Si"	"A"	"Cabra"
"1691"	"1691"	"B"	"A"	"No"	"B"	"Cabra"
"1692"	"1692"	"B"	"C"	"Si"	"A"	"Coche"
"1693"	"1693"	"B"	"A"	"No"	"B"	"Cabra"
"1694"	"1694"	"B"	"A"	"No"	"B"	"Cabra"
"1695"	"1695"	"A"	"B"	"No"	"A"	"Cabra"
"1696"	"1696"	"B"	"A"	"Si"	"C"	"Coche"
"1697"	"1697"	"C"	"B"	"Si"	"A"	"Cabra"
"1698"	"1698"	"A"	"B"	"Si"	"C"	"Coche"
"1699"	"1699"	"B"	"C"	"No"	"B"	"Coche"
"1700"	"1700"	"C"	"B"	"No"	"C"	"Cabra"
"1701"	"1701"	"C"	"B"	"No"	"C"	"Cabra"
"1702"	"1702"	"C"	"B"	"Si"	"A"	"Cabra"
"1703"	"1703"	"C"	"B"	"Si"	"A"	"Coche"
"1704"	"1704"	"B"	"C"	"No"	"B"	"Coche"
"1705"	"1705"	"C"	"B"	"Si"	"A"	"Coche"
"1706"	"1706"	"B"	"A"	"Si"	"C"	"Coche"
"1707"	"1707"	"A"	"B"	"No"	"A"	"Cabra"
"1708"	"1708"	"C"	"A"	"No"	"C"	"Coche"
"1709"	"1709"	"B"	"C"	"Si"	"A"	"Coche"
"1710"	"1710"	"A"	"C"	"Si"	"B"	"Coche"
"1711"	"1711"	"B"	"A"	"Si"	"C"	"Cabra"
"1712"	"1712"	"C"	"B"	"Si"	"A"	"Coche"
"1713"	"1713"	"C"	"A"	"Si"	"B"	"Coche"
"1714"	"1714"	"C"	"A"	"No"	"C"	"Coche"
"1715"	"1715"	"C"	"B"	"Si"	"A"	"Cabra"
"1716"	"1716"	"B"	"A"	"Si"	"C"	"Coche"
"1717"	"1717"	"C"	"B"	"Si"	"A"	"Coche"
"1718"	"1718"	"B"	"A"	"No"	"B"	"Cabra"
"1719"	"1719"	"A"	"B"	"No"	"A"	"Coche"
"1720"	"1720"	"B"	"C"	"No"	"B"	"Coche"
"1721"	"1721"	"A"	"C"	"Si"	"B"	"Cabra"
"1722"	"1722"	"B"	"C"	"No"	"B"	"Cabra"
"1723"	"1723"	"A"	"C"	"No"	"A"	"Cabra"
"1724"	"1724"	"B"	"C"	"Si"	"A"	"Coche"
"1725"	"1725"	"C"	"B"	"Si"	"A"	"Coche"
"1726"	"1726"	"B"	"C"	"Si"	"A"	"Cabra"
"1727"	"1727"	"A"	"B"	"No"	"A"	"Cabra"
"1728"	"1728"	"A"	"C"	"Si"	"B"	"Coche"
"1729"	"1729"	"C"	"A"	"No"	"C"	"Coche"
"1730"	"1730"	"A"	"B"	"No"	"A"	"Cabra"
"1731"	"1731"	"B"	"A"	"Si"	"C"	"Coche"
"1732"	"1732"	"A"	"C"	"No"	"A"	"Cabra"
"1733"	"1733"	"A"	"B"	"Si"	"C"	"Coche"
"1734"	"1734"	"C"	"A"	"Si"	"B"	"Coche"
"1735"	"1735"	"C"	"A"	"No"	"C"	"Coche"
"1736"	"1736"	"C"	"A"	"No"	"C"	"Coche"
"1737"	"1737"	"B"	"A"	"Si"	"C"	"Coche"
"1738"	"1738"	"A"	"C"	"Si"	"B"	"Coche"
"1739"	"1739"	"A"	"B"	"No"	"A"	"Cabra"
"1740"	"1740"	"B"	"C"	"Si"	"A"	"Coche"
"1741"	"1741"	"C"	"B"	"Si"	"A"	"Coche"
"1742"	"1742"	"A"	"B"	"No"	"A"	"Coche"
"1743"	"1743"	"C"	"B"	"No"	"C"	"Coche"
"1744"	"1744"	"B"	"A"	"No"	"B"	"Coche"
"1745"	"1745"	"A"	"B"	"Si"	"C"	"Cabra"
"1746"	"1746"	"B"	"A"	"No"	"B"	"Cabra"
"1747"	"1747"	"C"	"B"	"Si"	"A"	"Coche"
"1748"	"1748"	"B"	"C"	"No"	"B"	"Cabra"
"1749"	"1749"	"A"	"B"	"Si"	"C"	"Coche"
"1750"	"1750"	"C"	"A"	"No"	"C"	"Cabra"
"1751"	"1751"	"B"	"A"	"No"	"B"	"Cabra"
"1752"	"1752"	"C"	"A"	"No"	"C"	"Cabra"
"1753"	"1753"	"A"	"C"	"No"	"A"	"Cabra"
"1754"	"1754"	"B"	"C"	"No"	"B"	"Cabra"
"1755"	"1755"	"A"	"C"	"Si"	"B"	"Coche"
"1756"	"1756"	"A"	"C"	"No"	"A"	"Cabra"
"1757"	"1757"	"B"	"C"	"No"	"B"	"Cabra"
"1758"	"1758"	"C"	"B"	"No"	"C"	"Cabra"
"1759"	"1759"	"A"	"B"	"Si"	"C"	"Cabra"
"1760"	"1760"	"C"	"B"	"No"	"C"	"Cabra"
"1761"	"1761"	"C"	"A"	"Si"	"B"	"Coche"
"1762"	"1762"	"B"	"A"	"Si"	"C"	"Cabra"
"1763"	"1763"	"C"	"A"	"Si"	"B"	"Cabra"
"1764"	"1764"	"A"	"B"	"Si"	"C"	"Coche"
"1765"	"1765"	"C"	"A"	"No"	"C"	"Cabra"
"1766"	"1766"	"A"	"B"	"No"	"A"	"Cabra"
"1767"	"1767"	"C"	"A"	"No"	"C"	"Cabra"
"1768"	"1768"	"B"	"C"	"No"	"B"	"Cabra"
"1769"	"1769"	"B"	"C"	"No"	"B"	"Coche"
"1770"	"1770"	"B"	"A"	"Si"	"C"	"Coche"
"1771"	"1771"	"C"	"A"	"No"	"C"	"Cabra"
"1772"	"1772"	"B"	"A"	"No"	"B"	"Cabra"
"1773"	"1773"	"B"	"A"	"No"	"B"	"Coche"
"1774"	"1774"	"A"	"B"	"Si"	"C"	"Coche"
"1775"	"1775"	"B"	"A"	"Si"	"C"	"Cabra"
"1776"	"1776"	"B"	"A"	"Si"	"C"	"Cabra"
"1777"	"1777"	"A"	"B"	"Si"	"C"	"Coche"
"1778"	"1778"	"A"	"C"	"No"	"A"	"Coche"
"1779"	"1779"	"B"	"A"	"No"	"B"	"Coche"
"1780"	"1780"	"A"	"C"	"No"	"A"	"Cabra"
"1781"	"1781"	"C"	"B"	"No"	"C"	"Cabra"
"1782"	"1782"	"B"	"C"	"No"	"B"	"Coche"
"1783"	"1783"	"C"	"A"	"Si"	"B"	"Coche"
"1784"	"1784"	"B"	"C"	"No"	"B"	"Cabra"
"1785"	"1785"	"C"	"B"	"Si"	"A"	"Coche"
"1786"	"1786"	"C"	"A"	"No"	"C"	"Cabra"
"1787"	"1787"	"A"	"C"	"Si"	"B"	"Coche"
"1788"	"1788"	"A"	"C"	"No"	"A"	"Cabra"
"1789"	"1789"	"C"	"B"	"No"	"C"	"Cabra"
"1790"	"1790"	"C"	"B"	"No"	"C"	"Cabra"
"1791"	"1791"	"A"	"C"	"No"	"A"	"Coche"
"1792"	"1792"	"C"	"B"	"No"	"C"	"Cabra"
"1793"	"1793"	"B"	"C"	"No"	"B"	"Cabra"
"1794"	"1794"	"C"	"B"	"No"	"C"	"Coche"
"1795"	"1795"	"C"	"B"	"Si"	"A"	"Coche"
"1796"	"1796"	"B"	"A"	"Si"	"C"	"Cabra"
"1797"	"1797"	"A"	"B"	"Si"	"C"	"Coche"
"1798"	"1798"	"B"	"C"	"No"	"B"	"Cabra"
"1799"	"1799"	"B"	"C"	"Si"	"A"	"Coche"
"1800"	"1800"	"C"	"B"	"Si"	"A"	"Coche"
"1801"	"1801"	"B"	"C"	"No"	"B"	"Coche"
"1802"	"1802"	"C"	"A"	"Si"	"B"	"Coche"
"1803"	"1803"	"A"	"C"	"No"	"A"	"Coche"
"1804"	"1804"	"A"	"B"	"No"	"A"	"Cabra"
"1805"	"1805"	"B"	"C"	"No"	"B"	"Cabra"
"1806"	"1806"	"B"	"C"	"Si"	"A"	"Cabra"
"1807"	"1807"	"C"	"A"	"No"	"C"	"Coche"
"1808"	"1808"	"B"	"C"	"Si"	"A"	"Coche"
"1809"	"1809"	"C"	"B"	"No"	"C"	"Coche"
"1810"	"1810"	"C"	"A"	"Si"	"B"	"Coche"
"1811"	"1811"	"B"	"A"	"No"	"B"	"Cabra"
"1812"	"1812"	"C"	"B"	"No"	"C"	"Cabra"
"1813"	"1813"	"C"	"A"	"No"	"C"	"Cabra"
"1814"	"1814"	"B"	"A"	"No"	"B"	"Coche"
"1815"	"1815"	"C"	"A"	"Si"	"B"	"Cabra"
"1816"	"1816"	"C"	"A"	"Si"	"B"	"Coche"
"1817"	"1817"	"B"	"C"	"Si"	"A"	"Cabra"
"1818"	"1818"	"B"	"A"	"No"	"B"	"Cabra"
"1819"	"1819"	"B"	"A"	"No"	"B"	"Cabra"
"1820"	"1820"	"B"	"A"	"No"	"B"	"Cabra"
"1821"	"1821"	"A"	"C"	"No"	"A"	"Cabra"
"1822"	"1822"	"A"	"C"	"Si"	"B"	"Coche"
"1823"	"1823"	"B"	"C"	"Si"	"A"	"Coche"
"1824"	"1824"	"A"	"B"	"Si"	"C"	"Cabra"
"1825"	"1825"	"C"	"A"	"No"	"C"	"Cabra"
"1826"	"1826"	"B"	"A"	"Si"	"C"	"Coche"
"1827"	"1827"	"A"	"B"	"Si"	"C"	"Coche"
"1828"	"1828"	"A"	"B"	"Si"	"C"	"Cabra"
"1829"	"1829"	"C"	"A"	"No"	"C"	"Cabra"
"1830"	"1830"	"C"	"A"	"No"	"C"	"Cabra"
"1831"	"1831"	"B"	"C"	"Si"	"A"	"Coche"
"1832"	"1832"	"A"	"B"	"Si"	"C"	"Coche"
"1833"	"1833"	"C"	"A"	"No"	"C"	"Cabra"
"1834"	"1834"	"A"	"B"	"No"	"A"	"Coche"
"1835"	"1835"	"A"	"C"	"No"	"A"	"Coche"
"1836"	"1836"	"B"	"A"	"No"	"B"	"Cabra"
"1837"	"1837"	"C"	"A"	"No"	"C"	"Cabra"
"1838"	"1838"	"C"	"B"	"Si"	"A"	"Coche"
"1839"	"1839"	"B"	"C"	"No"	"B"	"Cabra"
"1840"	"1840"	"A"	"B"	"No"	"A"	"Cabra"
"1841"	"1841"	"C"	"B"	"Si"	"A"	"Coche"
"1842"	"1842"	"B"	"A"	"Si"	"C"	"Cabra"
"1843"	"1843"	"B"	"C"	"No"	"B"	"Cabra"
"1844"	"1844"	"C"	"B"	"Si"	"A"	"Coche"
"1845"	"1845"	"A"	"B"	"Si"	"C"	"Coche"
"1846"	"1846"	"C"	"B"	"No"	"C"	"Coche"
"1847"	"1847"	"B"	"C"	"Si"	"A"	"Cabra"
"1848"	"1848"	"C"	"A"	"Si"	"B"	"Cabra"
"1849"	"1849"	"A"	"C"	"No"	"A"	"Cabra"
"1850"	"1850"	"C"	"B"	"Si"	"A"	"Cabra"
"1851"	"1851"	"A"	"B"	"Si"	"C"	"Coche"
"1852"	"1852"	"B"	"C"	"Si"	"A"	"Coche"
"1853"	"1853"	"C"	"A"	"No"	"C"	"Coche"
"1854"	"1854"	"A"	"C"	"No"	"A"	"Coche"
"1855"	"1855"	"B"	"C"	"Si"	"A"	"Coche"
"1856"	"1856"	"C"	"B"	"Si"	"A"	"Coche"
"1857"	"1857"	"A"	"B"	"Si"	"C"	"Cabra"
"1858"	"1858"	"A"	"C"	"No"	"A"	"Coche"
"1859"	"1859"	"B"	"C"	"Si"	"A"	"Cabra"
"1860"	"1860"	"B"	"A"	"No"	"B"	"Cabra"
"1861"	"1861"	"C"	"A"	"No"	"C"	"Cabra"
"1862"	"1862"	"C"	"B"	"No"	"C"	"Cabra"
"1863"	"1863"	"C"	"B"	"No"	"C"	"Coche"
"1864"	"1864"	"C"	"A"	"No"	"C"	"Cabra"
"1865"	"1865"	"A"	"C"	"No"	"A"	"Cabra"
"1866"	"1866"	"C"	"B"	"Si"	"A"	"Cabra"
"1867"	"1867"	"C"	"B"	"No"	"C"	"Cabra"
"1868"	"1868"	"C"	"B"	"No"	"C"	"Cabra"
"1869"	"1869"	"B"	"C"	"Si"	"A"	"Coche"
"1870"	"1870"	"C"	"A"	"No"	"C"	"Cabra"
"1871"	"1871"	"A"	"B"	"Si"	"C"	"Coche"
"1872"	"1872"	"B"	"A"	"Si"	"C"	"Coche"
"1873"	"1873"	"A"	"C"	"Si"	"B"	"Coche"
"1874"	"1874"	"C"	"B"	"No"	"C"	"Cabra"
"1875"	"1875"	"A"	"C"	"Si"	"B"	"Coche"
"1876"	"1876"	"A"	"C"	"No"	"A"	"Cabra"
"1877"	"1877"	"C"	"A"	"No"	"C"	"Cabra"
"1878"	"1878"	"A"	"B"	"No"	"A"	"Coche"
"1879"	"1879"	"A"	"C"	"Si"	"B"	"Cabra"
"1880"	"1880"	"B"	"C"	"No"	"B"	"Cabra"
"1881"	"1881"	"C"	"B"	"No"	"C"	"Coche"
"1882"	"1882"	"A"	"B"	"Si"	"C"	"Cabra"
"1883"	"1883"	"A"	"C"	"No"	"A"	"Cabra"
"1884"	"1884"	"A"	"C"	"Si"	"B"	"Coche"
"1885"	"1885"	"A"	"C"	"No"	"A"	"Cabra"
"1886"	"1886"	"B"	"A"	"No"	"B"	"Cabra"
"1887"	"1887"	"A"	"B"	"Si"	"C"	"Coche"
"1888"	"1888"	"B"	"C"	"Si"	"A"	"Coche"
"1889"	"1889"	"C"	"B"	"No"	"C"	"Cabra"
"1890"	"1890"	"A"	"C"	"Si"	"B"	"Cabra"
"1891"	"1891"	"C"	"A"	"No"	"C"	"Cabra"
"1892"	"1892"	"A"	"C"	"Si"	"B"	"Coche"
"1893"	"1893"	"C"	"B"	"Si"	"A"	"Cabra"
"1894"	"1894"	"B"	"C"	"No"	"B"	"Cabra"
"1895"	"1895"	"C"	"B"	"No"	"C"	"Cabra"
"1896"	"1896"	"A"	"B"	"No"	"A"	"Coche"
"1897"	"1897"	"B"	"A"	"No"	"B"	"Cabra"
"1898"	"1898"	"B"	"A"	"Si"	"C"	"Cabra"
"1899"	"1899"	"B"	"A"	"No"	"B"	"Cabra"
"1900"	"1900"	"C"	"A"	"Si"	"B"	"Coche"
"1901"	"1901"	"C"	"A"	"No"	"C"	"Coche"
"1902"	"1902"	"C"	"A"	"No"	"C"	"Coche"
"1903"	"1903"	"A"	"C"	"Si"	"B"	"Coche"
"1904"	"1904"	"A"	"C"	"Si"	"B"	"Coche"
"1905"	"1905"	"C"	"A"	"Si"	"B"	"Coche"
"1906"	"1906"	"B"	"A"	"No"	"B"	"Cabra"
"1907"	"1907"	"C"	"A"	"Si"	"B"	"Coche"
"1908"	"1908"	"C"	"A"	"No"	"C"	"Cabra"
"1909"	"1909"	"A"	"B"	"No"	"A"	"Cabra"
"1910"	"1910"	"B"	"C"	"No"	"B"	"Cabra"
"1911"	"1911"	"C"	"B"	"No"	"C"	"Cabra"
"1912"	"1912"	"C"	"A"	"Si"	"B"	"Cabra"
"1913"	"1913"	"A"	"C"	"Si"	"B"	"Coche"
"1914"	"1914"	"C"	"A"	"Si"	"B"	"Coche"
"1915"	"1915"	"A"	"C"	"No"	"A"	"Cabra"
"1916"	"1916"	"A"	"B"	"No"	"A"	"Cabra"
"1917"	"1917"	"C"	"B"	"Si"	"A"	"Coche"
"1918"	"1918"	"C"	"A"	"Si"	"B"	"Coche"
"1919"	"1919"	"C"	"B"	"No"	"C"	"Cabra"
"1920"	"1920"	"C"	"A"	"Si"	"B"	"Cabra"
"1921"	"1921"	"C"	"A"	"Si"	"B"	"Cabra"
"1922"	"1922"	"C"	"B"	"Si"	"A"	"Coche"
"1923"	"1923"	"C"	"A"	"Si"	"B"	"Coche"
"1924"	"1924"	"C"	"B"	"No"	"C"	"Cabra"
"1925"	"1925"	"B"	"A"	"Si"	"C"	"Coche"
"1926"	"1926"	"C"	"A"	"Si"	"B"	"Cabra"
"1927"	"1927"	"B"	"A"	"No"	"B"	"Cabra"
"1928"	"1928"	"C"	"A"	"Si"	"B"	"Coche"
"1929"	"1929"	"B"	"A"	"Si"	"C"	"Coche"
"1930"	"1930"	"A"	"C"	"Si"	"B"	"Cabra"
"1931"	"1931"	"C"	"A"	"No"	"C"	"Coche"
"1932"	"1932"	"B"	"A"	"No"	"B"	"Coche"
"1933"	"1933"	"C"	"B"	"Si"	"A"	"Coche"
"1934"	"1934"	"C"	"B"	"No"	"C"	"Coche"
"1935"	"1935"	"B"	"C"	"No"	"B"	"Cabra"
"1936"	"1936"	"B"	"C"	"Si"	"A"	"Coche"
"1937"	"1937"	"A"	"B"	"Si"	"C"	"Coche"
"1938"	"1938"	"A"	"B"	"Si"	"C"	"Coche"
"1939"	"1939"	"C"	"A"	"No"	"C"	"Cabra"
"1940"	"1940"	"A"	"B"	"Si"	"C"	"Coche"
"1941"	"1941"	"A"	"B"	"No"	"A"	"Cabra"
"1942"	"1942"	"B"	"A"	"Si"	"C"	"Coche"
"1943"	"1943"	"C"	"B"	"Si"	"A"	"Coche"
"1944"	"1944"	"B"	"A"	"No"	"B"	"Cabra"
"1945"	"1945"	"C"	"A"	"Si"	"B"	"Coche"
"1946"	"1946"	"B"	"A"	"No"	"B"	"Cabra"
"1947"	"1947"	"A"	"B"	"No"	"A"	"Cabra"
"1948"	"1948"	"B"	"A"	"No"	"B"	"Cabra"
"1949"	"1949"	"C"	"A"	"Si"	"B"	"Coche"
"1950"	"1950"	"B"	"A"	"Si"	"C"	"Coche"
"1951"	"1951"	"A"	"B"	"No"	"A"	"Cabra"
"1952"	"1952"	"A"	"B"	"No"	"A"	"Coche"
"1953"	"1953"	"C"	"A"	"Si"	"B"	"Coche"
"1954"	"1954"	"A"	"B"	"Si"	"C"	"Coche"
"1955"	"1955"	"B"	"C"	"No"	"B"	"Cabra"
"1956"	"1956"	"B"	"C"	"No"	"B"	"Cabra"
"1957"	"1957"	"C"	"B"	"No"	"C"	"Coche"
"1958"	"1958"	"A"	"C"	"No"	"A"	"Coche"
"1959"	"1959"	"B"	"C"	"No"	"B"	"Cabra"
"1960"	"1960"	"C"	"B"	"No"	"C"	"Cabra"
"1961"	"1961"	"B"	"A"	"No"	"B"	"Cabra"
"1962"	"1962"	"A"	"B"	"Si"	"C"	"Coche"
"1963"	"1963"	"B"	"C"	"No"	"B"	"Cabra"
"1964"	"1964"	"A"	"B"	"Si"	"C"	"Coche"
"1965"	"1965"	"C"	"A"	"No"	"C"	"Coche"
"1966"	"1966"	"C"	"B"	"Si"	"A"	"Coche"
"1967"	"1967"	"A"	"B"	"Si"	"C"	"Coche"
"1968"	"1968"	"C"	"A"	"Si"	"B"	"Cabra"
"1969"	"1969"	"A"	"C"	"No"	"A"	"Coche"
"1970"	"1970"	"A"	"C"	"No"	"A"	"Cabra"
"1971"	"1971"	"B"	"A"	"No"	"B"	"Cabra"
"1972"	"1972"	"B"	"A"	"No"	"B"	"Coche"
"1973"	"1973"	"C"	"B"	"No"	"C"	"Cabra"
"1974"	"1974"	"B"	"A"	"Si"	"C"	"Coche"
"1975"	"1975"	"C"	"B"	"Si"	"A"	"Coche"
"1976"	"1976"	"C"	"A"	"Si"	"B"	"Coche"
"1977"	"1977"	"C"	"A"	"No"	"C"	"Cabra"
"1978"	"1978"	"B"	"C"	"No"	"B"	"Cabra"
"1979"	"1979"	"C"	"B"	"No"	"C"	"Coche"
"1980"	"1980"	"C"	"B"	"Si"	"A"	"Cabra"
"1981"	"1981"	"A"	"C"	"No"	"A"	"Cabra"
"1982"	"1982"	"A"	"B"	"Si"	"C"	"Coche"
"1983"	"1983"	"B"	"C"	"No"	"B"	"Cabra"
"1984"	"1984"	"C"	"B"	"No"	"C"	"Coche"
"1985"	"1985"	"C"	"B"	"No"	"C"	"Cabra"
"1986"	"1986"	"C"	"A"	"No"	"C"	"Cabra"
"1987"	"1987"	"A"	"C"	"No"	"A"	"Cabra"
"1988"	"1988"	"B"	"A"	"No"	"B"	"Cabra"
"1989"	"1989"	"C"	"B"	"Si"	"A"	"Coche"
"1990"	"1990"	"A"	"B"	"No"	"A"	"Cabra"
"1991"	"1991"	"A"	"B"	"No"	"A"	"Coche"
"1992"	"1992"	"A"	"B"	"Si"	"C"	"Coche"
"1993"	"1993"	"B"	"C"	"No"	"B"	"Coche"
"1994"	"1994"	"C"	"A"	"Si"	"B"	"Coche"
"1995"	"1995"	"C"	"B"	"No"	"C"	"Cabra"
"1996"	"1996"	"A"	"C"	"No"	"A"	"Cabra"
"1997"	"1997"	"B"	"A"	"No"	"B"	"Cabra"
"1998"	"1998"	"C"	"A"	"No"	"C"	"Cabra"
"1999"	"1999"	"B"	"A"	"Si"	"C"	"Cabra"
"2000"	"2000"	"C"	"B"	"Si"	"A"	"Coche"
"2001"	"2001"	"A"	"B"	"No"	"A"	"Cabra"
"2002"	"2002"	"A"	"C"	"Si"	"B"	"Cabra"
"2003"	"2003"	"A"	"C"	"Si"	"B"	"Cabra"
"2004"	"2004"	"C"	"A"	"No"	"C"	"Cabra"
"2005"	"2005"	"A"	"C"	"No"	"A"	"Cabra"
"2006"	"2006"	"B"	"C"	"Si"	"A"	"Coche"
"2007"	"2007"	"B"	"A"	"Si"	"C"	"Coche"
"2008"	"2008"	"C"	"B"	"Si"	"A"	"Coche"
"2009"	"2009"	"A"	"C"	"No"	"A"	"Cabra"
"2010"	"2010"	"A"	"C"	"Si"	"B"	"Cabra"
"2011"	"2011"	"A"	"C"	"No"	"A"	"Cabra"
"2012"	"2012"	"C"	"A"	"No"	"C"	"Cabra"
"2013"	"2013"	"B"	"C"	"No"	"B"	"Cabra"
"2014"	"2014"	"C"	"A"	"No"	"C"	"Cabra"
"2015"	"2015"	"B"	"C"	"Si"	"A"	"Cabra"
"2016"	"2016"	"B"	"C"	"Si"	"A"	"Coche"
"2017"	"2017"	"A"	"C"	"No"	"A"	"Cabra"
"2018"	"2018"	"C"	"B"	"Si"	"A"	"Coche"
"2019"	"2019"	"B"	"A"	"No"	"B"	"Coche"
"2020"	"2020"	"A"	"B"	"No"	"A"	"Cabra"
"2021"	"2021"	"B"	"A"	"No"	"B"	"Coche"
"2022"	"2022"	"A"	"B"	"Si"	"C"	"Cabra"
"2023"	"2023"	"A"	"B"	"Si"	"C"	"Cabra"
"2024"	"2024"	"C"	"A"	"Si"	"B"	"Coche"
"2025"	"2025"	"A"	"B"	"Si"	"C"	"Coche"
"2026"	"2026"	"B"	"C"	"No"	"B"	"Cabra"
"2027"	"2027"	"A"	"B"	"No"	"A"	"Cabra"
"2028"	"2028"	"A"	"B"	"Si"	"C"	"Coche"
"2029"	"2029"	"B"	"A"	"No"	"B"	"Coche"
"2030"	"2030"	"C"	"B"	"No"	"C"	"Cabra"
"2031"	"2031"	"A"	"C"	"No"	"A"	"Cabra"
"2032"	"2032"	"A"	"B"	"No"	"A"	"Cabra"
"2033"	"2033"	"B"	"A"	"Si"	"C"	"Cabra"
"2034"	"2034"	"A"	"B"	"Si"	"C"	"Coche"
"2035"	"2035"	"B"	"A"	"Si"	"C"	"Coche"
"2036"	"2036"	"C"	"A"	"No"	"C"	"Coche"
"2037"	"2037"	"A"	"B"	"Si"	"C"	"Cabra"
"2038"	"2038"	"C"	"B"	"Si"	"A"	"Coche"
"2039"	"2039"	"C"	"B"	"No"	"C"	"Cabra"
"2040"	"2040"	"C"	"A"	"No"	"C"	"Cabra"
"2041"	"2041"	"C"	"A"	"No"	"C"	"Cabra"
"2042"	"2042"	"A"	"C"	"No"	"A"	"Cabra"
"2043"	"2043"	"A"	"C"	"Si"	"B"	"Coche"
"2044"	"2044"	"C"	"B"	"Si"	"A"	"Coche"
"2045"	"2045"	"A"	"B"	"No"	"A"	"Cabra"
"2046"	"2046"	"B"	"A"	"Si"	"C"	"Coche"
"2047"	"2047"	"B"	"C"	"Si"	"A"	"Coche"
"2048"	"2048"	"A"	"B"	"No"	"A"	"Cabra"
"2049"	"2049"	"C"	"B"	"No"	"C"	"Cabra"
"2050"	"2050"	"B"	"C"	"Si"	"A"	"Cabra"
"2051"	"2051"	"C"	"B"	"Si"	"A"	"Coche"
"2052"	"2052"	"C"	"A"	"No"	"C"	"Coche"
"2053"	"2053"	"C"	"A"	"No"	"C"	"Cabra"
"2054"	"2054"	"A"	"C"	"Si"	"B"	"Coche"
"2055"	"2055"	"B"	"C"	"No"	"B"	"Cabra"
"2056"	"2056"	"C"	"B"	"Si"	"A"	"Coche"
"2057"	"2057"	"A"	"B"	"No"	"A"	"Cabra"
"2058"	"2058"	"C"	"B"	"No"	"C"	"Cabra"
"2059"	"2059"	"A"	"C"	"No"	"A"	"Cabra"
